Model,doy,ydoy,ymd,x,y,z,ZONE,E,N,lat,lon,ell_h,msl_h,DOY
EOT20,2020.937159,2020.343,12/8/2020 0:00,-1391662.839,5971556.572,1750910.614,47,940888.5776,1777625.303,16.03893127,103.1185491,151.3311,179.7495,343
EOT20,2020.939891,2020.344,12/9/2020 0:00,-1391662.837,5971556.557,1750910.612,47,940888.5798,1777625.305,16.03893128,103.1185491,151.3154,179.7337,344
EOT20,2020.942623,2020.345,12/10/2020 0:00,-1391662.835,5971556.561,1750910.614,47,940888.5766,1777625.306,16.03893129,103.1185491,151.3195,179.7378,345
EOT20,2020.945355,2020.346,12/11/2020 0:00,-1391662.836,5971556.555,1750910.614,47,940888.579,1777625.308,16.03893131,103.1185491,151.3143,179.7326,346
EOT20,2020.948087,2020.347,12/12/2020 0:00,-1391662.834,5971556.555,1750910.614,47,940888.5766,1777625.308,16.03893131,103.1185491,151.3139,179.7322,347
EOT20,2020.95082,2020.348,12/13/2020 0:00,-1391662.834,5971556.561,1750910.615,47,940888.5754,1777625.307,16.0389313,103.1185491,151.3196,179.7379,348
EOT20,2020.953552,2020.349,12/14/2020 0:00,-1391662.835,5971556.562,1750910.615,47,940888.5758,1777625.307,16.03893131,103.1185491,151.3207,179.739,349
EOT20,2020.956284,2020.35,12/15/2020 0:00,-1391662.84,5971556.571,1750910.617,47,940888.5794,1777625.306,16.03893129,103.1185491,151.3303,179.7486,350
EOT20,2020.959016,2020.351,12/16/2020 0:00,-1391662.839,5971556.565,1750910.622,47,940888.5788,1777625.313,16.03893136,103.1185491,151.326,179.7444,351
EOT20,2020.961749,2020.352,12/17/2020 0:00,-1391662.836,5971556.561,1750910.618,47,940888.5778,1777625.31,16.03893133,103.1185491,151.3206,179.7389,352
EOT20,2020.964481,2020.353,12/18/2020 0:00,-1391662.836,5971556.558,1750910.615,47,940888.5783,1777625.308,16.03893131,103.1185491,151.317,179.7353,353
EOT20,2020.967213,2020.354,12/19/2020 0:00,-1391662.841,5971556.569,1750910.617,47,940888.5807,1777625.306,16.0389313,103.1185491,151.3287,179.7471,354
EOT20,2020.969945,2020.355,12/20/2020 0:00,-1391662.84,5971556.563,1750910.616,47,940888.581,1777625.307,16.03893131,103.1185491,151.3229,179.7412,355
EOT20,2020.972678,2020.356,12/21/2020 0:00,-1391662.838,5971556.566,1750910.615,47,940888.5786,1777625.306,16.03893129,103.1185491,151.3252,179.7435,356
EOT20,2020.97541,2020.357,12/22/2020 0:00,-1391662.836,5971556.56,1750910.612,47,940888.5772,1777625.304,16.03893128,103.1185491,151.3182,179.7365,357
EOT20,2020.978142,2020.358,12/23/2020 0:00,-1391662.834,5971556.555,1750910.609,47,940888.5765,1777625.304,16.03893127,103.1185491,151.3123,179.7306,358
EOT20,2020.980874,2020.359,12/24/2020 0:00,-1391662.839,5971556.574,1750910.617,47,940888.577,1777625.306,16.03893129,103.1185491,151.3335,179.7518,359
EOT20,2020.983607,2020.36,12/25/2020 0:00,-1391662.836,5971556.562,1750910.612,47,940888.5775,1777625.304,16.03893127,103.1185491,151.3202,179.7386,360
EOT20,2020.986339,2020.361,12/26/2020 0:00,-1391662.838,5971556.569,1750910.616,47,940888.5776,1777625.306,16.0389313,103.1185491,151.3278,179.7461,361
EOT20,2020.989071,2020.362,12/27/2020 0:00,-1391662.837,5971556.559,1750910.617,47,940888.5791,1777625.309,16.03893132,103.1185491,151.3191,179.7375,362
EOT20,2020.991803,2020.363,12/28/2020 0:00,-1391662.837,5971556.568,1750910.622,47,940888.5765,1777625.312,16.03893135,103.1185491,151.3286,179.7469,363
EOT20,2020.994536,2020.364,12/29/2020 0:00,-1391662.837,5971556.567,1750910.617,47,940888.5771,1777625.307,16.0389313,103.1185491,151.326,179.7443,364
EOT20,2020.997268,2020.365,12/30/2020 0:00,-1391662.843,5971556.57,1750910.617,47,940888.5825,1777625.307,16.0389313,103.1185492,151.3308,179.7491,365
EOT20,2021,2020.366,12/31/2020 0:00,-1391662.842,5971556.562,1750910.614,47,940888.5827,1777625.305,16.03893129,103.1185492,151.322,179.7404,366
FES2004,2020.002732,2020.1,1/1/2020 0:00,-1391662.808,5971556.568,1750910.622,47,940888.548,1777625.313,16.03893136,103.1185488,151.322,179.7403,1
FES2004,2020.005465,2020.2,1/2/2020 0:00,-1391662.813,5971556.571,1750910.624,47,940888.5521,1777625.314,16.03893137,103.1185489,151.327,179.7453,2
FES2004,2020.008197,2020.3,1/3/2020 0:00,-1391662.81,5971556.568,1750910.62,47,940888.5498,1777625.311,16.03893134,103.1185489,151.3222,179.7406,3
FES2004,2020.010929,2020.4,1/4/2020 0:00,-1391662.81,5971556.574,1750910.621,47,940888.5487,1777625.311,16.03893134,103.1185488,151.3281,179.7464,4
FES2004,2020.013661,2020.5,1/5/2020 0:00,-1391662.812,5971556.581,1750910.623,47,940888.5494,1777625.311,16.03893134,103.1185489,151.3355,179.7538,5
FES2004,2020.019126,2020.7,1/7/2020 0:00,-1391662.807,5971556.571,1750910.624,47,940888.5467,1777625.315,16.03893138,103.1185488,151.3259,179.7442,7
FES2004,2020.027322,2020.1,1/10/2020 0:00,-1391662.811,5971556.572,1750910.623,47,940888.5499,1777625.313,16.03893136,103.1185489,151.3273,179.7456,10
FES2004,2020.032787,2020.12,1/12/2020 0:00,-1391662.814,5971556.581,1750910.627,47,940888.5508,1777625.314,16.03893137,103.1185489,151.3375,179.7558,12
FES2004,2020.035519,2020.13,1/13/2020 0:00,-1391662.809,5971556.57,1750910.622,47,940888.5486,1777625.313,16.03893136,103.1185488,151.3242,179.7425,13
FES2004,2020.038251,2020.14,1/14/2020 0:00,-1391662.81,5971556.568,1750910.623,47,940888.5497,1777625.314,16.03893137,103.1185489,151.3231,179.7414,14
FES2004,2020.040984,2020.15,1/15/2020 0:00,-1391662.812,5971556.571,1750910.623,47,940888.5517,1777625.313,16.03893136,103.1185489,151.3268,179.7452,15
FES2004,2020.043716,2020.16,1/16/2020 0:00,-1391662.812,5971556.577,1750910.624,47,940888.55,1777625.312,16.03893136,103.1185489,151.3321,179.7505,16
FES2004,2020.046448,2020.17,1/17/2020 0:00,-1391662.812,5971556.577,1750910.623,47,940888.55,1777625.311,16.03893135,103.1185489,151.3317,179.75,17
FES2004,2020.04918,2020.18,1/18/2020 0:00,-1391662.81,5971556.569,1750910.62,47,940888.5499,1777625.311,16.03893134,103.1185489,151.3228,179.7411,18
FES2004,2020.054645,2020.2,1/20/2020 0:00,-1391662.811,5971556.563,1750910.626,47,940888.5524,1777625.319,16.03893141,103.1185489,151.3198,179.7381,20
FES2004,2020.057377,2020.21,1/21/2020 0:00,-1391662.809,5971556.572,1750910.623,47,940888.5489,1777625.313,16.03893136,103.1185488,151.3263,179.7446,21
FES2004,2020.060109,2020.22,1/22/2020 0:00,-1391662.811,5971556.57,1750910.627,47,940888.5508,1777625.317,16.0389314,103.1185489,151.3262,179.7445,22
FES2004,2020.062842,2020.23,1/23/2020 0:00,-1391662.814,5971556.581,1750910.629,47,940888.5507,1777625.316,16.03893139,103.1185489,151.3382,179.7565,23
FES2004,2020.065574,2020.24,1/24/2020 0:00,-1391662.812,5971556.57,1750910.624,47,940888.5513,1777625.314,16.03893137,103.1185489,151.3257,179.7441,24
FES2004,2020.068306,2020.25,1/25/2020 0:00,-1391662.812,5971556.558,1750910.616,47,940888.5545,1777625.31,16.03893133,103.1185489,151.3117,179.73,25
FES2004,2020.071038,2020.26,1/26/2020 0:00,-1391662.811,5971556.566,1750910.618,47,940888.552,1777625.31,16.03893133,103.1185489,151.3205,179.7388,26
FES2004,2020.073771,2020.27,1/27/2020 0:00,-1391662.813,5971556.581,1750910.627,47,940888.5502,1777625.314,16.03893137,103.1185489,151.3373,179.7557,27
FES2004,2020.076503,2020.28,1/28/2020 0:00,-1391662.812,5971556.578,1750910.623,47,940888.5503,1777625.312,16.03893135,103.1185489,151.3328,179.7511,28
FES2004,2020.079235,2020.29,1/29/2020 0:00,-1391662.81,5971556.577,1750910.622,47,940888.5488,1777625.311,16.03893134,103.1185488,151.331,179.7493,29
FES2004,2020.081967,2020.3,1/30/2020 0:00,-1391662.81,5971556.568,1750910.623,47,940888.5506,1777625.314,16.03893137,103.1185489,151.3234,179.7417,30
FES2004,2020.0847,2020.31,1/31/2020 0:00,-1391662.815,5971556.579,1750910.622,47,940888.5522,1777625.31,16.03893133,103.1185489,151.3344,179.7527,31
FES2004,2020.087432,2020.32,2/1/2020 0:00,-1391662.805,5971556.561,1750910.613,47,940888.5471,1777625.307,16.03893131,103.1185488,151.3132,179.7316,32
FES2004,2020.090164,2020.33,2/2/2020 0:00,-1391662.809,5971556.565,1750910.618,47,940888.5501,1777625.31,16.03893134,103.1185489,151.319,179.7373,33
FES2004,2020.092896,2020.34,2/3/2020 0:00,-1391662.811,5971556.574,1750910.622,47,940888.5495,1777625.312,16.03893135,103.1185489,151.3287,179.747,34
FES2004,2020.095628,2020.35,2/4/2020 0:00,-1391662.812,5971556.571,1750910.621,47,940888.5513,1777625.311,16.03893134,103.1185489,151.3259,179.7443,35
FES2004,2020.098361,2020.36,2/5/2020 0:00,-1391662.81,5971556.572,1750910.632,47,940888.549,1777625.322,16.03893144,103.1185488,151.3294,179.7478,36
FES2004,2020.101093,2020.37,2/6/2020 0:00,-1391662.812,5971556.57,1750910.621,47,940888.5523,1777625.312,16.03893135,103.1185489,151.3248,179.7431,37
FES2004,2020.103825,2020.38,2/7/2020 0:00,-1391662.814,5971556.581,1750910.626,47,940888.551,1777625.314,16.03893137,103.1185489,151.3366,179.7549,38
FES2004,2020.112022,2020.41,2/10/2020 0:00,-1391662.812,5971556.574,1750910.622,47,940888.551,1777625.311,16.03893135,103.1185489,151.3291,179.7474,41
FES2004,2020.114754,2020.42,2/11/2020 0:00,-1391662.813,5971556.587,1750910.623,47,940888.549,1777625.309,16.03893132,103.1185488,151.3412,179.7595,42
FES2004,2020.117486,2020.43,2/12/2020 0:00,-1391662.815,5971556.575,1750910.619,47,940888.5534,1777625.308,16.03893131,103.1185489,151.3295,179.7478,43
FES2004,2020.120219,2020.44,2/13/2020 0:00,-1391662.811,5971556.573,1750910.622,47,940888.5502,1777625.312,16.03893135,103.1185489,151.3277,179.746,44
FES2004,2020.122951,2020.45,2/14/2020 0:00,-1391662.816,5971556.584,1750910.622,47,940888.5522,1777625.308,16.03893132,103.1185489,151.339,179.7573,45
FES2004,2020.125683,2020.46,2/15/2020 0:00,-1391662.811,5971556.579,1750910.622,47,940888.5487,1777625.31,16.03893134,103.1185488,151.3337,179.752,46
FES2004,2020.128415,2020.47,2/16/2020 0:00,-1391662.814,5971556.561,1750910.625,47,940888.5552,1777625.318,16.03893141,103.1185489,151.3183,179.7366,47
FES2004,2020.131148,2020.48,2/17/2020 0:00,-1391662.812,5971556.558,1750910.625,47,940888.5548,1777625.318,16.03893141,103.1185489,151.3142,179.7326,48
FES2004,2020.13388,2020.49,2/18/2020 0:00,-1391662.814,5971556.578,1750910.621,47,940888.5521,1777625.31,16.03893133,103.1185489,151.3324,179.7508,49
FES2004,2020.136612,2020.5,2/19/2020 0:00,-1391662.811,5971556.57,1750910.62,47,940888.5505,1777625.31,16.03893134,103.1185489,151.3241,179.7424,50
FES2004,2020.139344,2020.51,2/20/2020 0:00,-1391662.814,5971556.574,1750910.621,47,940888.553,1777625.31,16.03893134,103.1185489,151.3293,179.7476,51
FES2004,2020.142077,2020.52,2/21/2020 0:00,-1391662.814,5971556.571,1750910.624,47,940888.5536,1777625.314,16.03893137,103.1185489,151.327,179.7453,52
FES2004,2020.144809,2020.53,2/22/2020 0:00,-1391662.812,5971556.562,1750910.619,47,940888.5532,1777625.312,16.03893135,103.1185489,151.3167,179.735,53
FES2004,2020.147541,2020.54,2/23/2020 0:00,-1391662.813,5971556.571,1750910.62,47,940888.5527,1777625.31,16.03893133,103.1185489,151.3256,179.7439,54
FES2004,2020.150273,2020.55,2/24/2020 0:00,-1391662.815,5971556.577,1750910.622,47,940888.5531,1777625.31,16.03893134,103.1185489,151.3324,179.7507,55
FES2004,2020.153006,2020.56,2/25/2020 0:00,-1391662.815,5971556.58,1750910.618,47,940888.5528,1777625.306,16.0389313,103.1185489,151.3338,179.7521,56
FES2004,2020.155738,2020.57,2/26/2020 0:00,-1391662.813,5971556.573,1750910.621,47,940888.5525,1777625.311,16.03893134,103.1185489,151.3281,179.7464,57
FES2004,2020.15847,2020.58,2/27/2020 0:00,-1391662.807,5971556.564,1750910.619,47,940888.5481,1777625.311,16.03893135,103.1185488,151.3172,179.7355,58
FES2004,2020.161202,2020.59,2/28/2020 0:00,-1391662.815,5971556.574,1750910.621,47,940888.5534,1777625.31,16.03893133,103.1185489,151.3295,179.7478,59
FES2004,2020.163934,2020.6,2/29/2020 0:00,-1391662.815,5971556.578,1750910.622,47,940888.5529,1777625.31,16.03893133,103.1185489,151.3332,179.7515,60
FES2004,2020.166667,2020.61,3/1/2020 0:00,-1391662.817,5971556.582,1750910.625,47,940888.5538,1777625.312,16.03893135,103.1185489,151.3385,179.7568,61
FES2004,2020.169399,2020.62,3/2/2020 0:00,-1391662.81,5971556.562,1750910.623,47,940888.5513,1777625.316,16.03893139,103.1185489,151.3173,179.7357,62
FES2004,2020.172131,2020.63,3/3/2020 0:00,-1391662.813,5971556.573,1750910.622,47,940888.5517,1777625.312,16.03893135,103.1185489,151.3276,179.746,63
FES2004,2020.174863,2020.64,3/4/2020 0:00,-1391662.817,5971556.586,1750910.623,47,940888.5528,1777625.309,16.03893132,103.1185489,151.341,179.7594,64
FES2004,2020.177596,2020.65,3/5/2020 0:00,-1391662.813,5971556.573,1750910.621,47,940888.5523,1777625.311,16.03893134,103.1185489,151.3284,179.7467,65
FES2004,2020.180328,2020.66,3/6/2020 0:00,-1391662.815,5971556.588,1750910.629,47,940888.5509,1777625.314,16.03893137,103.1185489,151.345,179.7633,66
FES2004,2020.185792,2020.68,3/8/2020 0:00,-1391662.821,5971556.574,1750910.624,47,940888.5593,1777625.313,16.03893136,103.1185489,151.3315,179.7498,68
FES2004,2020.188525,2020.69,3/9/2020 0:00,-1391662.817,5971556.586,1750910.625,47,940888.5533,1777625.311,16.03893134,103.1185489,151.3422,179.7606,70
FES2004,2020.191257,2020.7,3/10/2020 0:00,-1391662.815,5971556.57,1750910.615,47,940888.5544,1777625.306,16.0389313,103.1185489,151.3242,179.7425,71
FES2004,2020.193989,2020.71,3/11/2020 0:00,-1391662.814,5971556.57,1750910.615,47,940888.5537,1777625.305,16.03893129,103.1185489,151.3238,179.7421,72
FES2004,2020.196721,2020.72,3/12/2020 0:00,-1391662.808,5971556.569,1750910.618,47,940888.5481,1777625.309,16.03893133,103.1185488,151.3221,179.7404,73
FES2004,2020.199454,2020.73,3/13/2020 0:00,-1391662.814,5971556.579,1750910.621,47,940888.552,1777625.309,16.03893132,103.1185489,151.3333,179.7516,74
FES2004,2020.202186,2020.74,3/14/2020 0:00,-1391662.812,5971556.576,1750910.619,47,940888.5508,1777625.308,16.03893131,103.1185489,151.3301,179.7485,75
FES2004,2020.204918,2020.75,3/15/2020 0:00,-1391662.815,5971556.576,1750910.621,47,940888.5529,1777625.31,16.03893133,103.1185489,151.3309,179.7492,76
FES2004,2020.20765,2020.76,3/16/2020 0:00,-1391662.814,5971556.568,1750910.618,47,940888.554,1777625.31,16.03893133,103.1185489,151.3228,179.7411,77
FES2004,2020.210383,2020.77,3/17/2020 0:00,-1391662.817,5971556.586,1750910.63,47,940888.5534,1777625.315,16.03893138,103.1185489,151.3431,179.7614,78
FES2004,2020.213115,2020.78,3/18/2020 0:00,-1391662.822,5971556.596,1750910.625,47,940888.5552,1777625.308,16.03893132,103.1185489,151.3526,179.7709,79
FES2004,2020.218579,2020.8,3/20/2020 0:00,-1391662.819,5971556.589,1750910.623,47,940888.5543,1777625.308,16.03893131,103.1185489,151.345,179.7634,80
FES2004,2020.221312,2020.81,3/21/2020 0:00,-1391662.816,5971556.584,1750910.623,47,940888.5527,1777625.309,16.03893133,103.1185489,151.3392,179.7576,81
FES2004,2020.224044,2020.82,3/22/2020 0:00,-1391662.819,5971556.588,1750910.626,47,940888.5548,1777625.311,16.03893134,103.1185489,151.345,179.7633,82
FES2004,2020.226776,2020.83,3/23/2020 0:00,-1391662.818,5971556.583,1750910.626,47,940888.5545,1777625.312,16.03893135,103.1185489,151.3395,179.7578,83
FES2004,2020.229508,2020.84,3/24/2020 0:00,-1391662.813,5971556.578,1750910.626,47,940888.5506,1777625.314,16.03893137,103.1185489,151.3335,179.7519,84
FES2004,2020.23224,2020.85,3/25/2020 0:00,-1391662.816,5971556.588,1750910.622,47,940888.5514,1777625.307,16.03893131,103.1185489,151.3427,179.761,85
FES2004,2020.234973,2020.86,3/26/2020 0:00,-1391662.823,5971556.591,1750910.627,47,940888.5574,1777625.311,16.03893134,103.1185489,151.3484,179.7667,86
FES2004,2020.237705,2020.87,3/27/2020 0:00,-1391662.809,5971556.574,1750910.621,47,940888.548,1777625.31,16.03893134,103.1185488,151.3279,179.7462,87
FES2004,2020.240437,2020.88,3/28/2020 0:00,-1391662.819,5971556.589,1750910.626,47,940888.5544,1777625.311,16.03893134,103.1185489,151.3453,179.7637,88
FES2004,2020.243169,2020.89,3/29/2020 0:00,-1391662.816,5971556.578,1750910.621,47,940888.5537,1777625.309,16.03893132,103.1185489,151.3327,179.7511,89
FES2004,2020.245902,2020.9,3/30/2020 0:00,-1391662.82,5971556.59,1750910.625,47,940888.5546,1777625.309,16.03893133,103.1185489,151.3466,179.7649,90
FES2004,2020.248634,2020.91,3/31/2020 0:00,-1391662.813,5971556.581,1750910.627,47,940888.5507,1777625.314,16.03893137,103.1185489,151.3367,179.755,91
FES2004,2020.251366,2020.92,4/1/2020 0:00,-1391662.819,5971556.584,1750910.625,47,940888.5551,1777625.312,16.03893135,103.1185489,151.3403,179.7586,92
FES2004,2020.254098,2020.93,4/2/2020 0:00,-1391662.818,5971556.581,1750910.625,47,940888.5548,1777625.312,16.03893135,103.1185489,151.3379,179.7562,93
FES2004,2020.256831,2020.94,4/3/2020 0:00,-1391662.812,5971556.573,1750910.624,47,940888.5508,1777625.314,16.03893137,103.1185489,151.3288,179.7471,94
FES2004,2020.259563,2020.95,4/4/2020 0:00,-1391662.822,5971556.595,1750910.636,47,940888.5561,1777625.318,16.03893141,103.1185489,151.355,179.7733,95
FES2004,2020.265027,2020.97,4/6/2020 0:00,-1391662.813,5971556.571,1750910.619,47,940888.5522,1777625.309,16.03893133,103.1185489,151.3255,179.7439,97
FES2004,2020.26776,2020.98,4/7/2020 0:00,-1391662.817,5971556.584,1750910.621,47,940888.5534,1777625.308,16.03893131,103.1185489,151.3385,179.7569,98
FES2004,2020.270492,2020.99,4/8/2020 0:00,-1391662.816,5971556.57,1750910.621,47,940888.5553,1777625.311,16.03893135,103.1185489,151.3257,179.744,99
FES2004,2020.273224,2020.1,4/9/2020 0:00,-1391662.819,5971556.586,1750910.625,47,940888.5549,1777625.31,16.03893134,103.1185489,151.3421,179.7604,100
FES2004,2020.275956,2020.101,4/10/2020 0:00,-1391662.816,5971556.585,1750910.625,47,940888.5521,1777625.311,16.03893134,103.1185489,151.3405,179.7589,101
FES2004,2020.278689,2020.102,4/11/2020 0:00,-1391662.819,5971556.607,1750910.623,47,940888.5499,1777625.303,16.03893127,103.1185489,151.3617,179.78,102
FES2004,2020.281421,2020.103,4/12/2020 0:00,-1391662.815,5971556.576,1750910.624,47,940888.5535,1777625.312,16.03893135,103.1185489,151.3317,179.7501,103
FES2004,2020.286885,2020.105,4/14/2020 0:00,-1391662.82,5971556.583,1750910.622,47,940888.5568,1777625.308,16.03893132,103.1185489,151.3389,179.7572,105
FES2004,2020.289618,2020.106,4/15/2020 0:00,-1391662.822,5971556.592,1750910.624,47,940888.5561,1777625.308,16.03893132,103.1185489,151.3489,179.7672,106
FES2004,2020.29235,2020.107,4/16/2020 0:00,-1391662.821,5971556.578,1750910.618,47,940888.5588,1777625.306,16.0389313,103.1185489,151.3335,179.7518,107
FES2004,2020.295082,2020.108,4/17/2020 0:00,-1391662.819,5971556.587,1750910.625,47,940888.5548,1777625.31,16.03893133,103.1185489,151.343,179.7613,108
FES2004,2020.297814,2020.109,4/18/2020 0:00,-1391662.819,5971556.601,1750910.629,47,940888.5517,1777625.31,16.03893134,103.1185489,151.3573,179.7757,109
FES2004,2020.300546,2020.11,4/19/2020 0:00,-1391662.819,5971556.59,1750910.625,47,940888.5535,1777625.31,16.03893133,103.1185489,151.3466,179.7649,110
FES2004,2020.303279,2020.111,4/20/2020 0:00,-1391662.82,5971556.595,1750910.626,47,940888.5535,1777625.309,16.03893132,103.1185489,151.3516,179.7699,111
FES2004,2020.306011,2020.112,4/21/2020 0:00,-1391662.821,5971556.592,1750910.625,47,940888.5559,1777625.309,16.03893132,103.1185489,151.3487,179.767,112
FES2004,2020.308743,2020.113,4/22/2020 0:00,-1391662.819,5971556.587,1750910.624,47,940888.5547,1777625.309,16.03893133,103.1185489,151.343,179.7613,113
FES2004,2020.311475,2020.114,4/23/2020 0:00,-1391662.821,5971556.581,1750910.62,47,940888.5579,1777625.307,16.03893131,103.1185489,151.3363,179.7546,114
FES2004,2020.314208,2020.115,4/24/2020 0:00,-1391662.821,5971556.584,1750910.621,47,940888.5578,1777625.307,16.03893131,103.1185489,151.3403,179.7586,115
FES2004,2020.31694,2020.116,4/25/2020 0:00,-1391662.821,5971556.577,1750910.618,47,940888.5594,1777625.307,16.0389313,103.1185489,151.3326,179.7509,116
FES2004,2020.319672,2020.117,4/26/2020 0:00,-1391662.819,5971556.574,1750910.618,47,940888.5576,1777625.307,16.03893131,103.1185489,151.3293,179.7477,117
FES2004,2020.322404,2020.118,4/27/2020 0:00,-1391662.817,5971556.579,1750910.62,47,940888.555,1777625.308,16.03893131,103.1185489,151.3338,179.7521,118
FES2004,2020.325137,2020.119,4/28/2020 0:00,-1391662.82,5971556.586,1750910.624,47,940888.5562,1777625.31,16.03893133,103.1185489,151.3427,179.761,119
FES2004,2020.327869,2020.12,4/29/2020 0:00,-1391662.819,5971556.579,1750910.622,47,940888.5564,1777625.31,16.03893133,103.1185489,151.3353,179.7536,120
FES2004,2020.330601,2020.121,4/30/2020 0:00,-1391662.819,5971556.578,1750910.629,47,940888.5571,1777625.316,16.03893139,103.1185489,151.3358,179.7541,121
FES2004,2020.333333,2020.122,5/1/2020 0:00,-1391662.824,5971556.587,1750910.627,47,940888.5601,1777625.312,16.03893135,103.118549,151.3448,179.7631,122
FES2004,2020.338798,2020.124,5/3/2020 0:00,-1391662.818,5971556.591,1750910.625,47,940888.5533,1777625.309,16.03893133,103.1185489,151.3472,179.7655,124
FES2004,2020.344262,2020.126,5/5/2020 0:00,-1391662.825,5971556.605,1750910.626,47,940888.5567,1777625.306,16.0389313,103.1185489,151.3618,179.7802,126
FES2004,2020.346995,2020.127,5/6/2020 0:00,-1391662.819,5971556.59,1750910.624,47,940888.5538,1777625.309,16.03893132,103.1185489,151.3456,179.7639,127
FES2004,2020.349727,2020.128,5/7/2020 0:00,-1391662.825,5971556.592,1750910.629,47,940888.5595,1777625.312,16.03893135,103.1185489,151.35,179.7683,128
FES2004,2020.352459,2020.129,5/8/2020 0:00,-1391662.823,5971556.589,1750910.624,47,940888.558,1777625.308,16.03893132,103.1185489,151.3459,179.7642,129
FES2004,2020.355191,2020.13,5/9/2020 0:00,-1391662.82,5971556.581,1750910.622,47,940888.5572,1777625.309,16.03893133,103.1185489,151.337,179.7553,130
FES2004,2020.357924,2020.131,5/10/2020 0:00,-1391662.819,5971556.587,1750910.621,47,940888.5552,1777625.306,16.0389313,103.1185489,151.3426,179.7609,131
FES2004,2020.360656,2020.132,5/11/2020 0:00,-1391662.847,5971556.538,1750910.61,47,940888.593,1777625.308,16.03893131,103.1185493,151.2997,179.718,132
FES2004,2020.363388,2020.133,5/12/2020 0:00,-1391662.824,5971556.588,1750910.622,47,940888.5595,1777625.307,16.03893131,103.1185489,151.3446,179.7629,133
FES2004,2020.36612,2020.134,5/13/2020 0:00,-1391662.823,5971556.595,1750910.626,47,940888.5566,1777625.309,16.03893133,103.1185489,151.3517,179.77,134
FES2004,2020.368853,2020.135,5/14/2020 0:00,-1391662.819,5971556.575,1750910.617,47,940888.5575,1777625.306,16.0389313,103.1185489,151.3298,179.7481,135
FES2004,2020.371585,2020.136,5/15/2020 0:00,-1391662.822,5971556.586,1750910.621,47,940888.5579,1777625.307,16.0389313,103.1185489,151.3421,179.7604,136
FES2004,2020.374317,2020.137,5/16/2020 0:00,-1391662.825,5971556.593,1750910.624,47,940888.5591,1777625.308,16.03893131,103.1185489,151.3502,179.7685,137
FES2004,2020.377049,2020.138,5/17/2020 0:00,-1391662.827,5971556.593,1750910.622,47,940888.5612,1777625.305,16.03893129,103.118549,151.3498,179.7681,138
FES2004,2020.379781,2020.139,5/18/2020 0:00,-1391662.82,5971556.587,1750910.623,47,940888.5559,1777625.309,16.03893132,103.1185489,151.3436,179.762,139
FES2004,2020.382514,2020.14,5/19/2020 0:00,-1391662.825,5971556.6,1750910.623,47,940888.5576,1777625.305,16.03893129,103.1185489,151.3563,179.7746,140
FES2004,2020.387978,2020.142,5/21/2020 0:00,-1391662.821,5971556.581,1750910.624,47,940888.5578,1777625.311,16.03893134,103.1185489,151.3376,179.7559,142
FES2004,2020.39071,2020.143,5/22/2020 0:00,-1391662.821,5971556.582,1750910.622,47,940888.5576,1777625.309,16.03893133,103.1185489,151.338,179.7563,143
FES2004,2020.393443,2020.144,5/23/2020 0:00,-1391662.825,5971556.59,1750910.621,47,940888.56,1777625.306,16.03893129,103.1185489,151.346,179.7643,144
FES2004,2020.396175,2020.145,5/24/2020 0:00,-1391662.822,5971556.598,1750910.626,47,940888.555,1777625.308,16.03893132,103.1185489,151.3547,179.7731,145
FES2004,2020.398907,2020.146,5/25/2020 0:00,-1391662.826,5971556.601,1750910.62,47,940888.5583,1777625.302,16.03893126,103.1185489,151.3566,179.7749,146
FES2004,2020.401639,2020.147,5/26/2020 0:00,-1391662.828,5971556.599,1750910.629,47,940888.5605,1777625.31,16.03893133,103.118549,151.3576,179.7759,147
FES2004,2020.404372,2020.148,5/27/2020 0:00,-1391662.823,5971556.599,1750910.629,47,940888.5561,1777625.311,16.03893134,103.1185489,151.3561,179.7745,148
FES2004,2020.407104,2020.149,5/28/2020 0:00,-1391662.823,5971556.585,1750910.625,47,940888.5594,1777625.311,16.03893134,103.1185489,151.342,179.7603,149
FES2004,2020.409836,2020.15,5/29/2020 0:00,-1391662.825,5971556.581,1750910.618,47,940888.5617,1777625.305,16.03893129,103.118549,151.3373,179.7557,150
FES2004,2020.412568,2020.151,5/30/2020 0:00,-1391662.825,5971556.587,1750910.623,47,940888.5612,1777625.308,16.03893131,103.118549,151.344,179.7623,151
FES2004,2020.415301,2020.152,5/31/2020 0:00,-1391662.822,5971556.574,1750910.616,47,940888.5609,1777625.305,16.03893129,103.118549,151.3293,179.7476,152
FES2004,2020.418033,2020.153,6/1/2020 0:00,-1391662.82,5971556.58,1750910.62,47,940888.5574,1777625.308,16.03893131,103.1185489,151.3359,179.7542,153
FES2004,2020.420765,2020.154,6/2/2020 0:00,-1391662.825,5971556.593,1750910.622,47,940888.5596,1777625.305,16.03893129,103.1185489,151.3494,179.7677,154
FES2004,2020.423497,2020.155,6/3/2020 0:00,-1391662.825,5971556.595,1750910.624,47,940888.5592,1777625.307,16.0389313,103.1185489,151.3521,179.7705,155
FES2004,2020.42623,2020.156,6/4/2020 0:00,-1391662.824,5971556.584,1750910.622,47,940888.5609,1777625.308,16.03893131,103.118549,151.3405,179.7588,156
